6.618564830000000256e+02,6.463626999999999612e+01,4.775725419999999986e+02,6.238209999999999589e-01,1.457146999999999970e+00,5.126619999999999511e-01
6.617921830000000227e+02,6.484359999999999502e+01,4.773984009999999785e+02,6.286359999999999726e-01,1.457667000000000046e+00,5.170139999999999736e-01
6.617377249999999549e+02,6.503539000000000669e+01,4.772860999999999763e+02,6.322100000000000497e-01,1.457950000000000079e+00,5.201540000000000052e-01
6.616886120000000346e+02,6.522607399999999700e+01,4.772208489999999870e+02,6.347920000000000229e-01,1.458072999999999952e+00,5.222980000000000400e-01
6.616433590000000322e+02,6.543978400000000306e+01,4.771990139999999769e+02,6.366119999999999557e-01,1.458048999999999928e+00,5.236279999999999824e-01
6.615985829999999623e+02,6.577474599999999327e+01,4.772214450000000170e+02,6.386100000000000110e-01,1.457900999999999891e+00,5.248500000000000387e-01
6.615615289999999504e+02,6.618473199999999679e+01,4.772789859999999749e+02,6.404999999999999583e-01,1.457686000000000037e+00,5.258300000000000196e-01
6.615235910000000104e+02,6.658653300000000286e+01,4.773327739999999721e+02,6.417779999999999596e-01,1.457522999999999902e+00,5.262219999999999676e-01
6.614718259999999646e+02,6.702749400000000435e+01,4.773754599999999755e+02,6.425980000000000025e-01,1.457426000000000110e+00,5.260740000000000416e-01
6.612454079999999976e+02,6.886486700000000383e+01,4.775072999999999865e+02,6.405389999999999695e-01,1.457460999999999895e+00,5.195330000000000226e-01
6.612180329999999913e+02,6.903727200000000153e+01,4.774685640000000149e+02,6.401130000000000431e-01,1.457583000000000073e+00,5.186309999999999532e-01
6.611854739999999993e+02,6.921680499999999370e+01,4.773867450000000190e+02,6.401769999999999960e-01,1.457783999999999969e+00,5.182039999999999980e-01
6.611452719999999772e+02,6.940167599999999481e+01,4.772526090000000067e+02,6.410369999999999679e-01,1.458128000000000091e+00,5.185579999999999634e-01
6.610692090000000007e+02,6.964865700000000004e+01,4.769665079999999762e+02,6.438030000000000141e-01,1.459006999999999943e+00,5.206049999999999844e-01
6.607017059999999447e+02,7.023902599999999552e+01,4.754429039999999986e+02,6.568500000000000449e-01,1.464768999999999988e+00,5.313780000000000170e-01
6.605177439999999933e+02,7.042009799999999586e+01,4.745943209999999794e+02,6.636389999999999789e-01,1.468390000000000084e+00,5.372919999999999918e-01
6.602959009999999580e+02,7.059934900000000368e+01,4.735540799999999990e+02,6.732399999999999496e-01,1.472922000000000065e+00,5.458979999999999944e-01
6.601684989999999971e+02,7.069024199999999780e+01,4.729625030000000265e+02,6.796020000000000394e-01,1.475511000000000017e+00,5.517239999999999922e-01
6.598984229999999798e+02,7.083413699999999835e+01,4.717881600000000049e+02,6.948330000000000339e-01,1.480580999999999925e+00,5.660199999999999676e-01
6.596168300000000499e+02,7.097430799999999351e+01,4.705819010000000162e+02,7.169759999999999467e-01,1.485544999999999893e+00,5.872509999999999675e-01
6.582908129999999574e+02,7.159640299999999513e+01,4.659814499999999953e+02,8.441809999999999592e-01,1.503228999999999926e+00,7.105580000000000229e-01
6.581346519999999600e+02,7.167587199999999825e+01,4.655236719999999764e+02,8.584000000000000519e-01,1.504868000000000094e+00,7.243030000000000301e-01
6.579659279999999626e+02,7.176059300000000007e+01,4.650439039999999977e+02,8.736429999999999474e-01,1.506572999999999940e+00,7.390360000000000262e-01
6.577454279999999471e+02,7.187174600000000169e+01,4.644359319999999798e+02,8.933889999999999887e-01,1.508726999999999929e+00,7.580989999999999673e-01
6.574870290000000068e+02,7.199830300000000705e+01,4.637369800000000168e+02,9.164550000000000196e-01,1.511133999999999977e+00,7.803649999999999753e-01
6.565583430000000362e+02,7.235178899999999658e+01,4.616490339999999719e+02,9.785500000000000309e-01,1.517746000000000040e+00,8.398959999999999759e-01
6.563452340000000049e+02,7.239294800000000407e+01,4.612260939999999891e+02,9.905969999999999498e-01,1.518885999999999958e+00,8.515230000000000299e-01
6.561290520000000015e+02,7.241367499999999779e+01,4.608253230000000258e+02,1.000382000000000104e+00,1.519903000000000004e+00,8.609350000000000058e-01
6.559340489999999591e+02,7.241203099999999893e+01,4.604390490000000113e+02,1.011041000000000079e+00,1.520863999999999994e+00,8.713070000000000537e-01
6.554462549999999510e+02,7.256969200000000342e+01,4.593109949999999913e+02,1.061768000000000045e+00,1.524073000000000011e+00,9.209119999999999528e-01
6.553647849999999835e+02,7.262895299999999565e+01,4.590082179999999994e+02,1.081843000000000110e+00,1.525025000000000075e+00,9.406799999999999606e-01
6.552920000000000300e+02,7.269894299999999987e+01,4.586638839999999959e+02,1.107197999999999904e+00,1.526129000000000069e+00,9.656799999999999828e-01
6.551879280000000563e+02,7.284069599999999411e+01,4.579796180000000163e+02,1.165745999999999949e+00,1.528331000000000106e+00,1.023533000000000026e+00
6.550943969999999581e+02,7.304219899999999654e+01,4.570366050000000087e+02,1.261927000000000021e+00,1.531171000000000060e+00,1.118762999999999952e+00
