7.617259860000000344e+02,7.689727899999999750e+01,3.827023110000000088e+02,3.000989999999999824e+00,1.287951000000000068e+00,2.841064999999999952e+00
7.627990250000000287e+02,7.673179299999999614e+01,3.847792949999999905e+02,2.990972999999999882e+00,1.294478999999999935e+00,2.831326999999999927e+00
7.639263919999999644e+02,7.657193700000000547e+01,3.870785250000000133e+02,2.980008000000000212e+00,1.302337000000000078e+00,2.820504999999999818e+00
7.650777570000000196e+02,7.643005899999999997e+01,3.895510179999999991e+02,2.967620000000000147e+00,1.311325000000000074e+00,2.808119000000000032e+00
7.662396680000000515e+02,7.630226100000000145e+01,3.921752870000000257e+02,2.954060999999999826e+00,1.321353999999999917e+00,2.794418999999999986e+00
7.673867900000000191e+02,7.618895600000000456e+01,3.949066020000000208e+02,2.939300999999999942e+00,1.332270000000000065e+00,2.779379000000000044e+00
7.685254029999999830e+02,7.606605500000000575e+01,3.977515359999999873e+02,2.922251000000000154e+00,1.343968999999999969e+00,2.761979999999999880e+00
7.696328680000000304e+02,7.593546499999999355e+01,4.006573040000000105e+02,2.902528999999999915e+00,1.356163999999999925e+00,2.741858000000000128e+00
7.707048300000000154e+02,7.581956900000000132e+01,4.036122219999999743e+02,2.879455000000000098e+00,1.368651000000000062e+00,2.718318000000000012e+00
7.717378380000000107e+02,7.571159799999999507e+01,4.066046079999999847e+02,2.852319000000000049e+00,1.381340000000000012e+00,2.690669999999999895e+00
7.727055090000000064e+02,7.560219200000000228e+01,4.095747079999999869e+02,2.820931999999999995e+00,1.394041000000000086e+00,2.658742999999999856e+00
7.736067480000000387e+02,7.549785500000000127e+01,4.125095360000000255e+02,2.784874999999999989e+00,1.406627999999999989e+00,2.622114999999999974e+00
7.753425539999999501e+02,7.523691700000000537e+01,4.187821710000000053e+02,2.685613000000000028e+00,1.433637000000000050e+00,2.521602000000000121e+00
7.762340609999999970e+02,7.507715299999999559e+01,4.224313020000000165e+02,2.608518000000000114e+00,1.449192000000000036e+00,2.443761999999999990e+00
7.767566590000000133e+02,7.498235599999999579e+01,4.247804879999999912e+02,2.547407999999999895e+00,1.458990000000000009e+00,2.382140000000000146e+00
7.774276849999999968e+02,7.485687000000000069e+01,4.281567749999999819e+02,2.438918000000000141e+00,1.472768000000000077e+00,2.272860999999999798e+00
7.776974089999999933e+02,7.480344200000000399e+01,4.297513200000000211e+02,2.376221000000000139e+00,1.479235000000000078e+00,2.209750999999999799e+00
7.778739190000000008e+02,7.474694399999999916e+01,4.309896340000000237e+02,2.320494000000000057e+00,1.484391000000000016e+00,2.153725000000000112e+00
7.779695779999999559e+02,7.469329999999999359e+01,4.319125999999999976e+02,2.273448000000000135e+00,1.488574999999999982e+00,2.106486999999999998e+00
7.779774429999999938e+02,7.465279300000000262e+01,4.323756809999999859e+02,2.246745000000000214e+00,1.491317000000000004e+00,2.079724000000000128e+00
