7.695737510000000157e+02,-4.587049999999999628e+00,4.884162160000000199e+02,2.496039999999999925e-01,1.340365000000000029e+00,9.215800000000000380e-02
7.695939740000000029e+02,-4.595742000000000438e+00,4.885154749999999808e+02,2.493249999999999911e-01,1.340035000000000087e+00,9.186800000000000521e-02
7.696137039999999843e+02,-4.607331000000000287e+00,4.885648459999999886e+02,2.491680000000000006e-01,1.339941000000000049e+00,9.172800000000000398e-02
7.696299400000000333e+02,-4.625185000000000102e+00,4.885951699999999960e+02,2.490179999999999894e-01,1.339909999999999934e+00,9.160699999999999399e-02
7.696321950000000243e+02,-4.638977999999999824e+00,4.885941930000000184e+02,2.489329999999999876e-01,1.339912999999999910e+00,9.153999999999999637e-02
7.696305700000000343e+02,-4.656105000000000160e+00,4.885555200000000013e+02,2.488960000000000061e-01,1.340044000000000013e+00,9.153699999999999337e-02
7.696330520000000206e+02,-4.676192999999999600e+00,4.884819319999999720e+02,2.489429999999999976e-01,1.340368999999999922e+00,9.164200000000000124e-02
7.696401359999999841e+02,-4.697345000000000326e+00,4.883767470000000230e+02,2.490829999999999989e-01,1.340907999999999989e+00,9.186800000000000521e-02
7.696532509999999547e+02,-4.726581000000000365e+00,4.882175799999999981e+02,2.493299999999999961e-01,1.341766999999999932e+00,9.224699999999999567e-02
7.696814600000000155e+02,-4.784222999999999892e+00,4.878486750000000143e+02,2.499889999999999890e-01,1.343755000000000033e+00,9.320000000000000506e-02
7.696984380000000101e+02,-4.812883000000000244e+00,4.876319209999999771e+02,2.504239999999999799e-01,1.344931000000000099e+00,9.379999999999999449e-02
7.697179270000000315e+02,-4.841605999999999632e+00,4.874143530000000055e+02,2.508770000000000167e-01,1.346125999999999934e+00,9.442300000000000693e-02
7.697351909999999862e+02,-4.864461999999999620e+00,4.872232789999999909e+02,2.512969999999999926e-01,1.347177000000000069e+00,9.498900000000000399e-02
7.697504599999999755e+02,-4.883328999999999809e+00,4.870442760000000249e+02,2.517130000000000201e-01,1.348157999999999967e+00,9.553799999999999792e-02
7.697621490000000222e+02,-4.894110999999999656e+00,4.869084520000000111e+02,2.520620000000000083e-01,1.348905000000000021e+00,9.598299999999999887e-02
7.697710230000000138e+02,-4.898737999999999815e+00,4.868009309999999914e+02,2.523730000000000140e-01,1.349493999999999971e+00,9.636400000000000521e-02
7.697761619999999994e+02,-4.900616999999999557e+00,4.867305160000000228e+02,2.525899999999999812e-01,1.349874000000000018e+00,9.662500000000000255e-02
7.697776370000000270e+02,-4.900638999999999967e+00,4.866966269999999781e+02,2.527079999999999882e-01,1.350049999999999972e+00,9.676099999999999979e-02
